MonteCarlo
Card name;PlayedRound
;1;2;3;4;5;6;7;8;9;10;11;12
Zorat 1 pole0;0,0645161290322581;0,151898734177215;0;0,1;-0,103448275862069;0,122448979591837;0,295081967213115;-0,16;0,103448275862069;0,244897959183673;0,0909090909090909;0,0909090909090909
Rybolov0;-0,130434782608696;0,06;-0,0526315789473684;0,162162162162162;0,0579710144927536;0,0555555555555556;0,103448275862069;0,1;0,0701754385964912;0,230769230769231;0,192307692307692;0,0714285714285714
3 dřeva0;0,0481927710843374;-0,155844155844156;0,162162162162162;0,295081967213115;-0,0857142857142857;-0,338983050847458;0,0727272727272727;0,0740740740740741;0,172413793103448;0,113207547169811;0,113207547169811;-0,571428571428571
1 jíl1;0,0714285714285714;-0,0240963855421687;0,0563380281690141;-0,09375;0,146341463414634;0,151515151515152;-0,210526315789474;0,210526315789474;0;0;-0,0769230769230769;0,125
1 profese1;0,17910447761194;-0,072289156626506;0,0526315789473684;-0,230769230769231;-0,0357142857142857;0,3;-0,28;0,25531914893617;-0,233333333333333;0,0754716981132075;-0,307692307692308;-0,206896551724138
1 ovce0;-1,4;0,444444444444444;0,3;-0,101694915254237;0,115384615384615;-0,032258064516129;0;0,0816326530612245;0,08;0,130434782608696;0,115384615384615;0,36
Ploty (1 plot za 1 dřevo)0;-4,4;0,375;0,0909090909090909;0,0769230769230769;0,25;0,188679245283019;0,439024390243902;0;0,324324324324324;0,0930232558139535;0,0930232558139535;-0,341463414634146
Nádeník0;0,0454545454545455;0,043010752688172;-0,08;-0,259259259259259;-0,0615384615384615;0,0625;0,0888888888888889;0,115384615384615;0;0,113207547169811;0,0816326530612245;0
1 jíl2;-0,0506329113924051;0,151898734177215;0;0,243243243243243;0;0,0547945205479452;0,25531914893617;-0,0909090909090909;0,113207547169811;0,0727272727272727;-0,0377358490566038;-0,214285714285714
1 kámen1; ; ; ;-3;0,545454545454545;0,352941176470588;0,08;-0,0833333333333333;-0,235294117647059;0,32;0,204081632653061;0,0869565217391304
Začínající hráč0;0;-0,153846153846154;-0,622222222222222;0,307692307692308;-0,229508196721311;0;-0,114285714285714;0,266666666666667;-0,756756756756757;0,333333333333333;0,0727272727272727;0,45
1 profese2;-1,55555555555556;0,391304347826087;0,0677966101694915;-0,04;-0,0821917808219178;0,0701754385964912;-0,0754716981132075;0,235294117647059;0,122448979591837;0;-0,0833333333333333;-0,13953488372093
Potomstvo a poté 1 malé vybavení0; ; ; ;15,3333333333333;-1,16666666666667;0,2;0,666666666666667;0,193548387096774;-0,647058823529412;0,102564102564103;0,473684210526316;0,461538461538462
1 kámen2; ; ; ; ; ; ; ;-2;1,09090909090909;0,176470588235294;-0,12;0,25531914893617
1 divoké prase0; ; ; ; ; ; ;0,428571428571429;-0,146341463414634;0,0769230769230769;0,382978723404255;-0,122448979591837;0,107142857142857
Vzít 1 zeleninu do své zásoby0; ; ; ; ; ; ;0,923076923076923;0,25;0,3;0;0,0869565217391304;0,0727272727272727
Stavba místnosti0;-1;-0,352941176470588;-0,1;-0,869565217391304;0,387096774193548;0;0,214285714285714;-0,222222222222222;0,8;-0,666666666666667;0,571428571428571;0,666666666666667
Zasít (obilí; ;-2;-0,571428571428571;1,5;0,571428571428571;1,2;0,5;-0,2;1,66666666666667;-0,181818181818182;-0,714285714285714;0,714285714285714
1 kráva0; ; ; ; ; ; ; ;-14;0,454545454545455;0,580645161290323;-0,269230769230769;0,214285714285714
Zorat 1 pole a/nebo zasít (obilí; ; ; ; ; ; ; ; ; ;-1;0,25;-0,117647058823529
Renovace (1 rákos + 1 jíl za místnost na jílovou chýši/ 1 kámen za místnost na kamenný dům) a poté: ploty (1 plot za 1 dřevo)0; ; ; ; ; ; ; ; ; ; ; ;-1,33333333333333
Potomstvo i bez volné místnosti v chýši0; ; ; ; ; ; ; ; ; ;14;0,461538461538462;0
